
Tesla Inc,Last: 213.88,Change:  4.67
Date: 10 novembre 2023 à 18:55 UTC−5,Bid: 213.87,Ask: 213.9,Size: 7*3,Volume: 130 859 611
Expiration Date,Calls,Last Sale,Net,Bid,Ask,Volume,IV,Delta,Gamma,Open Interest,Strike,Puts,Last Sale,Net,Bid,Ask,Volume,IV,Delta,Gamma,Open Interest
Fri Nov 24 2023,TSLA231124C00205000,13.4,3.1,13.25,13.7,2026,0.4494,0.7215,0.0177,1343,205.00,TSLA231124P00205000,3.35,-2.3,3.3,3.45,3453,0.4449,-0.2797,0.0178,2718
Fri Nov 24 2023,TSLA231124C00207500,11.6,2.75,11.5,11.95,1747,0.4436,0.6755,0.0193,284,207.50,TSLA231124P00207500,4.05,-2.65,4,4.15,8021,0.4399,-0.3257,0.0194,513
Fri Nov 24 2023,TSLA231124C00210000,10.03,2.53,9.95,10.35,5898,0.4352,0.6258,0.0206,1684,210.00,TSLA231124P00210000,4.95,-2.9,4.9,5,5507,0.4333,-0.3757,0.0207,5139
Fri Nov 24 2023,TSLA231124C00212500,8.6,2.275,8.4,8.65,3017,0.4299,0.5731,0.0216,897,212.50,TSLA231124P00212500,6,-3.2,5.8,6,2849,0.4282,-0.4288,0.0217,493
Fri Nov 24 2023,TSLA231124C00215000,7.3,2.025,7.15,7.3,5290,0.4251,0.5188,0.0222,3218,215.00,TSLA231124P00215000,7.05,-3.6,7,7.15,1427,0.4239,-0.484,0.0224,2724
Fri Nov 24 2023,TSLA231124C00217500,5.94,1.59,5.75,6.25,1589,0.422,0.463,0.0223,1581,217.50,TSLA231124P00217500,8.5,-3.75,8.15,8.65,409,0.4202,-0.54,0.0225,1027
Fri Nov 24 2023,TSLA231124C00220000,4.95,1.375,4.9,5,7243,0.4189,0.4084,0.022,6725,220.00,TSLA231124P00220000,9.83,-4.095,9.6,10.1,806,0.4182,-0.596,0.0222,3874
Fri Nov 24 2023,TSLA231124C00222500,4.05,1.125,3.95,4.1,1670,0.4157,0.3553,0.0212,1301,222.50,TSLA231124P00222500,11.44,-4.335,11.2,11.65,78,0.4209,-0.6498,0.0215,581
Fri Nov 24 2023,TSLA231124C00225000,3.25,0.875,3.2,3.3,5430,0.4159,0.3052,0.02,5977,225.00,TSLA231124P00225000,13.5,-4.325,12.95,13.4,327,0.4137,-0.7005,0.0203,1972
Fri Nov 24 2023,TSLA231124C00227500,2.63,0.7,2.62,2.65,1700,0.4154,0.2595,0.0185,962,227.50,TSLA231124P00227500,15,-4.85,14.8,15.25,64,0.4116,-0.7471,0.0189,247
Fri Nov 24 2023,TSLA231124C00230000,2.08,0.52,2.08,2.12,6399,0.4159,0.2187,0.0168,4883,230.00,TSLA231124P00230000,17.26,-4.74,16.8,17.25,199,0.4148,-0.7889,0.0172,1376
Fri Nov 24 2023,TSLA231124C00232500,1.67,0.4,1.63,1.7,1113,0.4178,0.183,0.015,1540,232.50,TSLA231124P00232500,19.25,-5,18.9,19.3,7,0.4171,-0.8255,0.0155,24
Fri Nov 24 2023,TSLA231124C00235000,1.35,0.32,1.31,1.36,1983,0.4204,0.1526,0.0132,4762,235.00,TSLA231124P00235000,21.35,-5.2,21.05,21.5,207,0.4193,-0.8571,0.0137,706
Fri Nov 24 2023,TSLA231124C00237500,1.08,0.24,1.05,1.09,960,0.4241,0.1267,0.0116,474,237.50,TSLA231124P00237500,24.06,-4.815,23.25,23.8,4,0.4226,-0.8839,0.0121,30
Fri Nov 24 2023,TSLA231124C00240000,0.86,0.165,0.84,0.88,2059,0.4275,0.1051,0.01,6639,240.00,TSLA231124P00240000,25.78,-5.32,25.55,26.1,82,0.4292,-0.9062,0.0105,810
Fri Nov 24 2023,TSLA231124C00242500,0.69,0.115,0.68,0.72,351,0.4346,0.0875,0.0086,260,242.50,TSLA231124P00242500,31.4,0,27.8,28.7,0,0.4339,-0.9248,0.0092,4
Fri Nov 24 2023,TSLA231124C00245000,0.57,0.09,0.55,0.57,806,0.4396,0.073,0.0074,2324,245.00,TSLA231124P00245000,30.58,-5.37,30.15,31.1,2,0.4366,-0.94,0.008,342
Fri Nov 24 2023,TSLA231124C00247500,0.48,0.075,0.43,0.48,260,0.4484,0.0613,0.0064,518,247.50,TSLA231124P00247500,32.8,0,32.6,33.5,0,0.4506,-0.9524,0.0069,8
Fri Nov 24 2023,TSLA231124C00250000,0.4,0.055,0.39,0.4,2598,0.4559,0.0518,0.0055,7378,250.00,TSLA231124P00250000,35.65,-5.3,34.95,35.95,38,0.4688,-0.9624,0.006,488
Fri Nov 24 2023,TSLA231124C00255000,0.29,0.035,0.27,0.3,1072,0.4734,0.0378,0.0041,3195,255.00,TSLA231124P00255000,40.12,-5.655,39.9,40.85,26,0.47,-0.9774,0.0046,1102
Fri Nov 24 2023,TSLA231124C00260000,0.22,0.025,0.2,0.23,2337,0.4928,0.0285,0.0031,2641,260.00,TSLA231124P00260000,46.35,-4.525,44.85,45.8,3,0.4968,-0.9874,0.0036,222
Fri Nov 24 2023,TSLA231124C00265000,0.16,0.005,0.15,0.18,272,0.5141,0.0221,0.0024,1385,265.00,TSLA231124P00265000,50.6,-5.275,49.9,50.8,709,0.505,-0.9938,0.0026,353
Fri Nov 24 2023,TSLA231124C00270000,0.13,0.005,0.12,0.13,2278,0.5311,0.0175,0.0019,1374,270.00,TSLA231124P00270000,51.45,0,54.35,56.3,0,0.6418,-0.9973,0.0013,2
Fri Nov 24 2023,TSLA231124C00275000,0.11,0.01,0.1,0.12,9091,0.5541,0.0141,0.0015,2751,275.00,TSLA231124P00275000,69.82,0,59.4,61.3,0,0,-0.9991,0.0004,0
Fri Nov 24 2023,TSLA231124C00280000,0.08,0,0.08,0.1,6828,0.5732,0.0115,0.0012,3066,280.00,TSLA231124P00280000,65.65,-5.3,64.4,66.3,2,0,-1,0,2
Fri Nov 24 2023,TSLA231124C00285000,0.07,0.005,0.06,0.08,150,0.5921,0.0095,0.001,1213,285.00,TSLA231124P00285000,65.41,0,69.4,71.3,0,0,-1,0,1
Fri Nov 24 2023,TSLA231124C00290000,0.05,-0.005,0.05,0.06,953,0.6067,0.0079,0.0008,3962,290.00,TSLA231124P00290000,77.5,0,74.4,76.3,0,0,-1,0,0
Fri Nov 24 2023,TSLA231124C00295000,0.06,0.015,0.04,0.05,110,0.6231,0.0066,0.0007,1323,295.00,TSLA231124P00295000,74,0,79.4,81.3,0,0,-1,0,0
Fri Nov 24 2023,TSLA231124C00300000,0.05,0.015,0.03,0.05,228,0.6446,0.0056,0.0006,3631,300.00,TSLA231124P00300000,87.9,-3,84.35,86.25,12,0.864,-1,0,0
Fri Nov 24 2023,TSLA231124C00305000,0.03,-0.005,0.01,0.06,37,0.6723,0.0048,0.0005,2547,305.00,TSLA231124P00305000,103.65,0,89.4,91.3,0,0,-1,0,1
Fri Nov 24 2023,TSLA231124C00310000,0.03,0.005,0.02,0.04,22,0.6803,0.0041,0.0004,496,310.00,TSLA231124P00310000,0,0,94.4,96.3,0,0,-1,0,0
Fri Nov 24 2023,TSLA231124C00315000,0.03,0.01,0.01,0.04,1,0.7061,0.0035,0.0004,627,315.00,TSLA231124P00315000,0,0,99.4,101.3,0,0,-1,0,0
Fri Nov 24 2023,TSLA231124C00320000,0.02,0.005,0.01,0.04,70,0.7047,0.003,0.0003,453,320.00,TSLA231124P00320000,0,0,104.35,106.25,0,1.0015,-1,0,0
Fri Nov 24 2023,TSLA231124C00325000,0.02,0.005,0.01,0.02,2,0.7114,0.0026,0.0003,98,325.00,TSLA231124P00325000,0,0,109.4,111.3,0,0,-1,0,0
Fri Nov 24 2023,TSLA231124C00330000,0.01,0,0,0.03,4,0.7532,0.0023,0.0002,257,330.00,TSLA231124P00330000,0,0,114.4,116.3,0,0,-1,0,0
Fri Nov 24 2023,TSLA231124C00335000,0.01,0,0,0.03,0,0.7576,0.002,0.0002,112,335.00,TSLA231124P00335000,0,0,119.4,121.3,0,0,-1,0,0
Fri Nov 24 2023,TSLA231124C00340000,0.02,0,0,0.03,0,0.7803,0.0018,0.0002,84,340.00,TSLA231124P00340000,0,0,124.45,126.3,0,0.9956,-1,0,0
Fri Nov 24 2023,TSLA231124C00345000,0.02,0.015,0,0.03,20,0.7767,0.0015,0.0001,73,345.00,TSLA231124P00345000,0,0,129.45,131.3,0,1.0237,-1,0,0
Fri Nov 24 2023,TSLA231124C00350000,0.01,0.005,0,0.01,14,0.7571,0.0014,0.0001,1140,350.00,TSLA231124P00350000,130,0,134.4,136.3,0,0,-1,0,0
Fri Nov 24 2023,TSLA231124C00355000,0.01,0,0,0.02,0,0.8189,0.0012,0.0001,142,355.00,TSLA231124P00355000,0,0,139.45,141.3,0,1.0784,-1,0,0
Fri Nov 24 2023,TSLA231124C00360000,0.02,0,0,0.02,0,0.839,0.0011,0.0001,60,360.00,TSLA231124P00360000,0,0,144.4,146.3,0,0,-1,0,0
Fri Nov 24 2023,TSLA231124C00365000,0.01,0.005,0,0.02,12,0.8592,0.001,0.0001,55,365.00,TSLA231124P00365000,0,0,149.4,151.3,0,0,-1,0,0
Fri Nov 24 2023,TSLA231124C00370000,0.01,0,0,0.02,0,0.8791,0.0008,0.0001,42,370.00,TSLA231124P00370000,0,0,154.4,156.3,0,0,-1,0,0
Fri Nov 24 2023,TSLA231124C00375000,0.01,0,0,0.02,0,0.8987,0.0008,0.0001,28,375.00,TSLA231124P00375000,0,0,159.45,161.3,0,1.1828,-1,0,0
Fri Nov 24 2023,TSLA231124C00380000,0.01,0.005,0,0.02,3,0.918,0.0007,0.0001,274,380.00,TSLA231124P00380000,0,0,164.35,166.25,0,1.3566,-1,0,0
Fri Nov 24 2023,TSLA231124C00385000,0.01,0,0,0.02,0,0.937,0.0006,0.0001,58,385.00,TSLA231124P00385000,0,0,169.45,171.3,0,1.2328,-1,0,0
Fri Nov 24 2023,TSLA231124C00390000,0.01,0,0,0.02,0,0.9086,0.0005,0,79,390.00,TSLA231124P00390000,0,0,174.45,176.3,0,1.2572,-1,0,0
Fri Nov 24 2023,TSLA231124C00395000,0.01,0,0,0.02,0,0.9263,0.0005,0,7,395.00,TSLA231124P00395000,0,0,179.45,181.3,0,1.2814,-1,0,0
Fri Nov 24 2023,TSLA231124C00400000,0.01,0,0,0.02,0,0.9437,0.0004,0,304,400.00,TSLA231124P00400000,183,0,184.45,186.3,0,1.3052,-1,0,0
Fri Nov 24 2023,TSLA231124C00405000,0.02,0,0,0.02,0,0.9608,0.0004,0,83,405.00,TSLA231124P00405000,0,0,189.45,191.3,0,1.3287,-1,0,0
Fri Nov 24 2023,TSLA231124C00410000,0.01,0,0,0.02,0,0.9777,0.0004,0,623,410.00,TSLA231124P00410000,0,0,194.45,196.3,0,1.3518,-1,0,0
Fri Nov 24 2023,TSLA231124C00415000,0.01,0,0,0.02,0,0.9944,0.0003,0,31,415.00,TSLA231124P00415000,0,0,199.45,201.3,0,1.3747,-1,0,0
Fri Nov 24 2023,TSLA231124C00420000,0.01,0,0,0.02,0,1.0108,0.0003,0,46,420.00,TSLA231124P00420000,0,0,204.45,206.3,0,1.3973,-1,0,0
Fri Nov 24 2023,TSLA231124C00425000,0.02,0,0,0.02,0,1.027,0.0003,0,17,425.00,TSLA231124P00425000,0,0,209.45,211.3,0,1.4196,-1,0,0
Fri Nov 24 2023,TSLA231124C00430000,0,0,0,0.02,0,1.043,0.0002,0,4,430.00,TSLA231124P00430000,0,0,214.4,216.3,0,0,-1,0,0
Fri Nov 24 2023,TSLA231124C00435000,0,0,0,0.02,0,1.0588,0.0002,0,0,435.00,TSLA231124P00435000,0,0,219.45,221.3,0,1.4635,-1,0,0
Fri Nov 24 2023,TSLA231124C00440000,0,0,0,0.02,0,1.0744,0.0002,0,24,440.00,TSLA231124P00440000,0,0,224.55,226.3,0,1.5824,-1,0,0
Fri Nov 24 2023,TSLA231124C00445000,0,0,0,0.02,0,1.0898,0.0002,0,8,445.00,TSLA231124P00445000,0,0,229.45,231.3,0,1.5062,-1,0,0
Fri Nov 24 2023,TSLA231124C00450000,0,0,0,0.02,0,1.105,0.0002,0,10,450.00,TSLA231124P00450000,0,0,234.45,236.3,0,1.5273,-1,0,0
Fri Nov 24 2023,TSLA231124C00455000,0.01,0,0,0.01,0,1.12,0.0002,0,12,455.00,TSLA231124P00455000,0,0,239.45,241.3,0,1.548,-1,0,0
Fri Nov 24 2023,TSLA231124C00460000,0.01,0,0,0.02,0,1.1348,0.0001,0,6,460.00,TSLA231124P00460000,0,0,244.45,246.3,0,1.5686,-1,0,0
Fri Nov 24 2023,TSLA231124C00470000,0.01,0,0,0.01,0,1.1639,0.0001,0,5,470.00,TSLA231124P00470000,0,0,254.45,256.3,0,1.609,-1,0,0
Fri Nov 24 2023,TSLA231124C00480000,0.01,0.005,0,0.01,1,1.1923,0.0001,0,268,480.00,TSLA231124P00480000,0,0,264.45,266.3,0,1.6485,-1,0,0
